geneId	cluster	row_order	cluster_display_rank	geneName	gene_id	type	specific_type
ENSG00000198513.11	2	1959	2	ATL1	ENSG00000198513	protein_coding	protein_coding
ENSG00000165973.18	2	1960	2	NELL1	ENSG00000165973	protein_coding	protein_coding
ENSG00000206530.10	2	1961	2	CFAP44	ENSG00000206530	protein_coding	protein_coding
ENSG00000197410.13	2	1962	2	DCHS2	ENSG00000197410	protein_coding	protein_coding
ENSG00000259877.2	2	1963	2	AC009113.1	ENSG00000259877	lncRNA	antisense
ENSG00000150627.15	2	1964	2	WDR17	ENSG00000150627	protein_coding	protein_coding
ENSG00000181619.11	2	1965	2	GPR135	ENSG00000181619	protein_coding	protein_coding
ENSG00000176842.14	2	1966	2	IRX5	ENSG00000176842	protein_coding	protein_coding
ENSG00000176749.8	2	1967	2	CDK5R1	ENSG00000176749	protein_coding	protein_coding
ENSG00000108018.15	2	1968	2	SORCS1	ENSG00000108018	protein_coding	protein_coding
ENSG00000183691.4	2	1969	2	NOG	ENSG00000183691	protein_coding	protein_coding
ENSG00000138639.17	2	1970	2	ARHGAP24	ENSG00000138639	protein_coding	protein_coding
ENSG00000058404.19	2	1971	2	CAMK2B	ENSG00000058404	protein_coding	protein_coding
ENSG00000149633.11	2	1972	2	KIAA1755	ENSG00000149633	protein_coding	protein_coding
ENSG00000081138.13	2	1973	2	CDH7	ENSG00000081138	protein_coding	protein_coding
ENSG00000154678.16	2	1974	2	PDE1C	ENSG00000154678	protein_coding	protein_coding
ENSG00000134533.6	2	1975	2	RERG	ENSG00000134533	protein_coding	protein_coding
ENSG00000165730.15	2	1976	2	STOX1	ENSG00000165730	protein_coding	protein_coding
ENSG00000177989.13	2	1977	2	ODF3B	ENSG00000177989	protein_coding	protein_coding
ENSG00000215374.5	2	1978	2	FAM66B	ENSG00000215374	lncRNA	lincRNA
ENSG00000259969.1	2	1979	2	AL049838.1	ENSG00000259969	lncRNA	sense_overlapping
ENSG00000186666.5	2	1980	2	BCDIN3D	ENSG00000186666	protein_coding	protein_coding
ENSG00000260230.3	2	1981	2	FRRS1L	ENSG00000260230	protein_coding	protein_coding
ENSG00000182809.10	2	1982	2	CRIP2	ENSG00000182809	protein_coding	protein_coding
ENSG00000141431.11	2	1983	2	ASXL3	ENSG00000141431	protein_coding	protein_coding
ENSG00000180592.16	2	1984	2	SKIDA1	ENSG00000180592	protein_coding	protein_coding
ENSG00000245105.3	2	1985	2	A2M-AS1	ENSG00000245105	lncRNA	antisense
ENSG00000183833.16	2	1986	2	MAATS1	ENSG00000183833	protein_coding	protein_coding
ENSG00000106341.10	2	1987	2	PPP1R17	ENSG00000106341	protein_coding	protein_coding
ENSG00000172716.16	2	1988	2	SLFN11	ENSG00000172716	protein_coding	protein_coding
ENSG00000231738.10	2	1989	2	TSPAN19	ENSG00000231738	protein_coding	protein_coding
ENSG00000109771.15	2	1990	2	LRP2BP	ENSG00000109771	protein_coding	protein_coding
ENSG00000129159.7	2	1991	2	KCNC1	ENSG00000129159	protein_coding	protein_coding
ENSG00000139973.16	2	1992	2	SYT16	ENSG00000139973	protein_coding	protein_coding
ENSG00000006377.10	2	1993	2	DLX6	ENSG00000006377	protein_coding	protein_coding
ENSG00000260645.2	2	1994	2	AL359715.2	ENSG00000260645	lncRNA	lincRNA
ENSG00000152953.12	2	1995	2	STK32B	ENSG00000152953	protein_coding	protein_coding
ENSG00000012779.10	5	1996	3	ALOX5	ENSG00000012779	protein_coding	protein_coding
ENSG00000105516.10	5	1997	3	DBP	ENSG00000105516	protein_coding	protein_coding
ENSG00000005884.17	5	1998	3	ITGA3	ENSG00000005884	protein_coding	protein_coding
ENSG00000108691.9	5	1999	3	CCL2	ENSG00000108691	protein_coding	protein_coding
ENSG00000072201.13	5	2000	3	LNX1	ENSG00000072201	protein_coding	protein_coding
ENSG00000089820.15	5	2001	3	ARHGAP4	ENSG00000089820	protein_coding	protein_coding
ENSG00000101443.17	5	2002	3	WFDC2	ENSG00000101443	protein_coding	protein_coding
ENSG00000250479.8	5	2003	3	CHCHD10	ENSG00000250479	protein_coding	protein_coding
ENSG00000100292.16	5	2004	3	HMOX1	ENSG00000100292	protein_coding	protein_coding
ENSG00000042493.15	5	2005	3	CAPG	ENSG00000042493	protein_coding	protein_coding
ENSG00000125726.10	5	2006	3	CD70	ENSG00000125726	protein_coding	protein_coding
ENSG00000174307.6	5	2007	3	PHLDA3	ENSG00000174307	protein_coding	protein_coding
ENSG00000173262.11	5	2008	3	SLC2A14	ENSG00000173262	protein_coding	protein_coding
ENSG00000124067.16	5	2009	3	SLC12A4	ENSG00000124067	protein_coding	protein_coding
ENSG00000188643.10	5	2010	3	S100A16	ENSG00000188643	protein_coding	protein_coding
ENSG00000189067.12	5	2011	3	LITAF	ENSG00000189067	protein_coding	protein_coding
ENSG00000059804.15	5	2012	3	SLC2A3	ENSG00000059804	protein_coding	protein_coding
ENSG00000066027.11	5	2013	3	PPP2R5A	ENSG00000066027	protein_coding	protein_coding
ENSG00000135926.14	5	2014	3	TMBIM1	ENSG00000135926	protein_coding	protein_coding
ENSG00000105971.14	5	2015	3	CAV2	ENSG00000105971	protein_coding	protein_coding
ENSG00000090339.8	5	2016	3	ICAM1	ENSG00000090339	protein_coding	protein_coding
ENSG00000244342.5	5	2017	3	LINC00698	ENSG00000244342	lncRNA	lincRNA
ENSG00000129194.7	5	2018	3	SOX15	ENSG00000129194	protein_coding	protein_coding
ENSG00000069399.14	5	2019	3	BCL3	ENSG00000069399	protein_coding	protein_coding
ENSG00000198768.10	5	2020	3	APCDD1L	ENSG00000198768	protein_coding	protein_coding
ENSG00000167608.11	5	2021	3	TMC4	ENSG00000167608	protein_coding	protein_coding
ENSG00000148175.12	5	2022	3	STOM	ENSG00000148175	protein_coding	protein_coding
ENSG00000135679.23	5	2023	3	MDM2	ENSG00000135679	protein_coding	protein_coding
ENSG00000159403.16	5	2024	3	C1R	ENSG00000159403	protein_coding	protein_coding
ENSG00000189143.9	5	2025	3	CLDN4	ENSG00000189143	protein_coding	protein_coding
ENSG00000245532.8	5	2026	3	NEAT1	ENSG00000245532	lncRNA	lincRNA
ENSG00000164251.4	5	2027	3	F2RL1	ENSG00000164251	protein_coding	protein_coding
ENSG00000162618.13	5	2028	3	ADGRL4	ENSG00000162618	protein_coding	protein_coding
ENSG00000103335.22	5	2029	3	PIEZO1	ENSG00000103335	protein_coding	protein_coding
ENSG00000102802.9	5	2030	3	MEDAG	ENSG00000102802	protein_coding	protein_coding
ENSG00000167748.10	5	2031	3	KLK1	ENSG00000167748	protein_coding	protein_coding
ENSG00000174791.10	5	2032	3	RIN1	ENSG00000174791	protein_coding	protein_coding
ENSG00000079393.20	5	2033	3	DUSP13	ENSG00000079393	protein_coding	protein_coding
ENSG00000161513.11	5	2034	3	FDXR	ENSG00000161513	protein_coding	protein_coding
ENSG00000171345.13	5	2035	3	KRT19	ENSG00000171345	protein_coding	protein_coding
ENSG00000281406.1	5	2036	3	BLACAT1	ENSG00000281406	lncRNA	lincRNA
ENSG00000118640.10	5	2037	3	VAMP8	ENSG00000118640	protein_coding	protein_coding
ENSG00000105711.11	5	2038	3	SCN1B	ENSG00000105711	protein_coding	protein_coding
ENSG00000140511.11	5	2039	3	HAPLN3	ENSG00000140511	protein_coding	protein_coding
ENSG00000111679.16	5	2040	3	PTPN6	ENSG00000111679	protein_coding	protein_coding
ENSG00000169499.14	5	2041	3	PLEKHA2	ENSG00000169499	protein_coding	protein_coding
ENSG00000167105.7	5	2042	3	TMEM92	ENSG00000167105	protein_coding	protein_coding
ENSG00000128342.4	5	2043	3	LIF	ENSG00000128342	protein_coding	protein_coding
ENSG00000115138.10	5	2044	3	POMC	ENSG00000115138	protein_coding	protein_coding
ENSG00000230453.9	5	2045	3	ANKRD18B	ENSG00000230453	protein_coding	protein_coding
ENSG00000138316.10	5	2046	3	ADAMTS14	ENSG00000138316	protein_coding	protein_coding
ENSG00000112343.10	5	2047	3	TRIM38	ENSG00000112343	protein_coding	protein_coding
ENSG00000184292.6	5	2048	3	TACSTD2	ENSG00000184292	protein_coding	protein_coding
ENSG00000087086.14	5	2049	3	FTL	ENSG00000087086	protein_coding	protein_coding
ENSG00000163191.5	5	2050	3	S100A11	ENSG00000163191	protein_coding	protein_coding
ENSG00000184557.4	5	2051	3	SOCS3	ENSG00000184557	protein_coding	protein_coding
ENSG00000213654.9	5	2052	3	GPSM3	ENSG00000213654	protein_coding	protein_coding
ENSG00000149418.10	5	2053	3	ST14	ENSG00000149418	protein_coding	protein_coding
ENSG00000148926.9	5	2054	3	ADM	ENSG00000148926	protein_coding	protein_coding
ENSG00000185664.14	5	2055	3	PMEL	ENSG00000185664	protein_coding	protein_coding
ENSG00000147872.9	5	2056	3	PLIN2	ENSG00000147872	protein_coding	protein_coding
ENSG00000251095.6	5	2057	3	AC097478.1	ENSG00000251095	lncRNA	antisense
ENSG00000117595.11	5	2058	3	IRF6	ENSG00000117595	protein_coding	protein_coding
ENSG00000134802.17	5	2059	3	SLC43A3	ENSG00000134802	protein_coding	protein_coding
ENSG00000104881.15	5	2060	3	PPP1R13L	ENSG00000104881	protein_coding	protein_coding
ENSG00000170909.13	5	2061	3	OSCAR	ENSG00000170909	protein_coding	protein_coding
ENSG00000104689.9	5	2062	3	TNFRSF10A	ENSG00000104689	protein_coding	protein_coding
ENSG00000140678.16	5	2063	3	ITGAX	ENSG00000140678	protein_coding	protein_coding
ENSG00000253958.1	5	2064	3	CLDN23	ENSG00000253958	protein_coding	protein_coding
ENSG00000274286.1	5	2065	3	ADRA2B	ENSG00000274286	protein_coding	protein_coding
ENSG00000134668.12	5	2066	3	SPOCD1	ENSG00000134668	protein_coding	protein_coding
ENSG00000257702.3	5	2067	3	LBX2-AS1	ENSG00000257702	lncRNA	antisense
ENSG00000023892.10	5	2068	3	DEF6	ENSG00000023892	protein_coding	protein_coding
ENSG00000024422.11	5	2069	3	EHD2	ENSG00000024422	protein_coding	protein_coding
ENSG00000105974.11	5	2070	3	CAV1	ENSG00000105974	protein_coding	protein_coding
ENSG00000169715.14	5	2071	3	MT1E	ENSG00000169715	protein_coding	protein_coding
ENSG00000070882.12	5	2072	3	OSBPL3	ENSG00000070882	protein_coding	protein_coding
ENSG00000214336.4	5	2073	3	FOXI3	ENSG00000214336	protein_coding	protein_coding
ENSG00000155465.18	5	2074	3	SLC7A7	ENSG00000155465	protein_coding	protein_coding
ENSG00000017483.14	5	2075	3	SLC38A5	ENSG00000017483	protein_coding	protein_coding
ENSG00000196549.10	5	2076	3	MME	ENSG00000196549	protein_coding	protein_coding
ENSG00000162496.8	5	2077	3	DHRS3	ENSG00000162496	protein_coding	protein_coding
ENSG00000100345.21	5	2078	3	MYH9	ENSG00000100345	protein_coding	protein_coding
ENSG00000125148.6	5	2079	3	MT2A	ENSG00000125148	protein_coding	protein_coding
ENSG00000104783.12	5	2080	3	KCNN4	ENSG00000104783	protein_coding	protein_coding
ENSG00000085831.15	5	2081	3	TTC39A	ENSG00000085831	protein_coding	protein_coding
ENSG00000259803.6	5	2082	3	SLC22A31	ENSG00000259803	protein_coding	protein_coding
ENSG00000115363.13	5	2083	3	EVA1A	ENSG00000115363	protein_coding	protein_coding
ENSG00000069974.15	5	2084	3	RAB27A	ENSG00000069974	protein_coding	protein_coding
ENSG00000142765.17	5	2085	3	SYTL1	ENSG00000142765	protein_coding	protein_coding
ENSG00000173535.14	5	2086	3	TNFRSF10C	ENSG00000173535	protein_coding	protein_coding
ENSG00000115107.19	5	2087	3	STEAP3	ENSG00000115107	protein_coding	protein_coding
ENSG00000167994.11	5	2088	3	RAB3IL1	ENSG00000167994	protein_coding	protein_coding
ENSG00000078269.14	5	2089	3	SYNJ2	ENSG00000078269	protein_coding	protein_coding
ENSG00000167641.10	5	2090	3	PPP1R14A	ENSG00000167641	protein_coding	protein_coding
ENSG00000136383.6	5	2091	3	ALPK3	ENSG00000136383	protein_coding	protein_coding
ENSG00000095383.19	5	2092	3	TBC1D2	ENSG00000095383	protein_coding	protein_coding
ENSG00000116017.10	5	2093	3	ARID3A	ENSG00000116017	protein_coding	protein_coding
ENSG00000172965.15	5	2094	3	MIR4435-2HG	ENSG00000172965	lncRNA	lincRNA
ENSG00000056972.18	5	2095	3	TRAF3IP2	ENSG00000056972	protein_coding	protein_coding
ENSG00000198624.12	5	2096	3	CCDC69	ENSG00000198624	protein_coding	protein_coding
ENSG00000224729.5	5	2097	3	PCOLCE-AS1	ENSG00000224729	lncRNA	antisense
ENSG00000138166.5	5	2098	3	DUSP5	ENSG00000138166	protein_coding	protein_coding
ENSG00000111321.10	5	2099	3	LTBR	ENSG00000111321	protein_coding	protein_coding
ENSG00000048392.11	5	2100	3	RRM2B	ENSG00000048392	protein_coding	protein_coding
ENSG00000132205.10	5	2101	3	EMILIN2	ENSG00000132205	protein_coding	protein_coding
ENSG00000183696.13	5	2102	3	UPP1	ENSG00000183696	protein_coding	protein_coding
ENSG00000177469.12	5	2103	3	CAVIN1	ENSG00000177469	protein_coding	protein_coding
ENSG00000081923.13	5	2104	3	ATP8B1	ENSG00000081923	protein_coding	protein_coding
ENSG00000144959.9	5	2105	3	NCEH1	ENSG00000144959	protein_coding	protein_coding
ENSG00000123612.15	5	2106	3	ACVR1C	ENSG00000123612	protein_coding	protein_coding
ENSG00000119681.11	5	2107	3	LTBP2	ENSG00000119681	protein_coding	protein_coding
ENSG00000178718.6	5	2108	3	RPP25	ENSG00000178718	protein_coding	protein_coding
ENSG00000102890.14	5	2109	3	ELMO3	ENSG00000102890	protein_coding	protein_coding
ENSG00000163958.13	5	2110	3	ZDHHC19	ENSG00000163958	protein_coding	protein_coding
ENSG00000027869.11	5	2111	3	SH2D2A	ENSG00000027869	protein_coding	protein_coding
ENSG00000163993.6	5	2112	3	S100P	ENSG00000163993	protein_coding	protein_coding
ENSG00000239713.8	5	2113	3	APOBEC3G	ENSG00000239713	protein_coding	protein_coding
ENSG00000177791.11	5	2114	3	MYOZ1	ENSG00000177791	protein_coding	protein_coding
ENSG00000111348.8	5	2115	3	ARHGDIB	ENSG00000111348	protein_coding	protein_coding
ENSG00000196139.13	5	2116	3	AKR1C3	ENSG00000196139	protein_coding	protein_coding
ENSG00000187210.13	5	2117	3	GCNT1	ENSG00000187210	protein_coding	protein_coding
ENSG00000251381.7	5	2118	3	LINC00958	ENSG00000251381	lncRNA	lincRNA
ENSG00000203279.3	5	2119	3	AL590705.1	ENSG00000203279	lncRNA	lincRNA
ENSG00000027075.14	5	2120	3	PRKCH	ENSG00000027075	protein_coding	protein_coding
ENSG00000221955.10	5	2121	3	SLC12A8	ENSG00000221955	protein_coding	protein_coding
ENSG00000135480.15	5	2122	3	KRT7	ENSG00000135480	protein_coding	protein_coding
ENSG00000253250.2	5	2123	3	C8orf88	ENSG00000253250	protein_coding	protein_coding
ENSG00000248445.5	5	2124	3	SEMA6A-AS1	ENSG00000248445	lncRNA	antisense
ENSG00000133816.15	5	2125	3	MICAL2	ENSG00000133816	protein_coding	protein_coding
ENSG00000215481.9	5	2126	3	BCRP3	ENSG00000215481	lncRNA	processed_transcript
ENSG00000184160.7	5	2127	3	ADRA2C	ENSG00000184160	protein_coding	protein_coding
ENSG00000176834.13	5	2128	3	VSIG10	ENSG00000176834	protein_coding	protein_coding
ENSG00000099337.4	5	2129	3	KCNK6	ENSG00000099337	protein_coding	protein_coding
ENSG00000167895.14	5	2130	3	TMC8	ENSG00000167895	protein_coding	protein_coding
ENSG00000050327.14	5	2131	3	ARHGEF5	ENSG00000050327	protein_coding	protein_coding
ENSG00000277013.1	5	2132	3	AC008556.1	ENSG00000277013	lncRNA	lincRNA
ENSG00000146530.13	5	2133	3	VWDE	ENSG00000146530	protein_coding	protein_coding
ENSG00000184254.16	5	2134	3	ALDH1A3	ENSG00000184254	protein_coding	protein_coding
ENSG00000147202.17	5	2135	3	DIAPH2	ENSG00000147202	protein_coding	protein_coding
ENSG00000115828.16	5	2136	3	QPCT	ENSG00000115828	protein_coding	protein_coding
ENSG00000168143.8	5	2137	3	FAM83B	ENSG00000168143	protein_coding	protein_coding
ENSG00000262874.1	5	2138	3	C19orf84	ENSG00000262874	protein_coding	protein_coding
ENSG00000007312.12	5	2139	3	CD79B	ENSG00000007312	protein_coding	protein_coding
ENSG00000173153.13	5	2140	3	ESRRA	ENSG00000173153	protein_coding	protein_coding
ENSG00000152939.15	5	2141	3	MARVELD2	ENSG00000152939	protein_coding	protein_coding
ENSG00000183421.11	5	2142	3	RIPK4	ENSG00000183421	protein_coding	protein_coding
ENSG00000244479.7	5	2143	3	OR2A1-AS1	ENSG00000244479	lncRNA	antisense
ENSG00000222041.11	5	2144	3	CYTOR	ENSG00000222041	lncRNA	lincRNA
ENSG00000080511.3	5	2145	3	RDH8	ENSG00000080511	protein_coding	protein_coding
ENSG00000238178.6	5	2146	3	AC078993.1	ENSG00000238178	lncRNA	antisense
ENSG00000175793.11	5	2147	3	SFN	ENSG00000175793	protein_coding	protein_coding
ENSG00000132698.14	5	2148	3	RAB25	ENSG00000132698	protein_coding	protein_coding
ENSG00000119888.10	5	2149	3	EPCAM	ENSG00000119888	protein_coding	protein_coding
ENSG00000128294.15	5	2150	3	TPST2	ENSG00000128294	protein_coding	protein_coding
ENSG00000100031.18	5	2151	3	GGT1	ENSG00000100031	protein_coding	protein_coding
ENSG00000130208.9	5	2152	3	APOC1	ENSG00000130208	protein_coding	protein_coding
ENSG00000196411.9	5	2153	3	EPHB4	ENSG00000196411	protein_coding	protein_coding
ENSG00000101955.14	5	2154	3	SRPX	ENSG00000101955	protein_coding	protein_coding
ENSG00000082781.11	5	2155	3	ITGB5	ENSG00000082781	protein_coding	protein_coding
ENSG00000164300.16	5	2156	3	SERINC5	ENSG00000164300	protein_coding	protein_coding
ENSG00000129354.11	5	2157	3	AP1M2	ENSG00000129354	protein_coding	protein_coding
ENSG00000164265.8	5	2158	3	SCGB3A2	ENSG00000164265	protein_coding	protein_coding
ENSG00000275216.2	5	2159	3	AL161431.1	ENSG00000275216	lncRNA	lincRNA
ENSG00000145247.11	5	2160	3	OCIAD2	ENSG00000145247	protein_coding	protein_coding
ENSG00000006453.13	5	2161	3	BAIAP2L1	ENSG00000006453	protein_coding	protein_coding
ENSG00000182798.10	5	2162	3	MAGEB17	ENSG00000182798	protein_coding	protein_coding
ENSG00000128340.14	5	2163	3	RAC2	ENSG00000128340	protein_coding	protein_coding
ENSG00000170608.2	5	2164	3	FOXA3	ENSG00000170608	protein_coding	protein_coding
ENSG00000175592.8	5	2165	3	FOSL1	ENSG00000175592	protein_coding	protein_coding
ENSG00000121236.20	5	2166	3	TRIM6	ENSG00000121236	protein_coding	protein_coding
ENSG00000141738.13	5	2167	3	GRB7	ENSG00000141738	protein_coding	protein_coding
ENSG00000203326.11	5	2168	3	ZNF525	ENSG00000203326	protein_coding	protein_coding
ENSG00000114529.12	5	2169	3	C3orf52	ENSG00000114529	protein_coding	protein_coding
ENSG00000204634.12	5	2170	3	TBC1D8	ENSG00000204634	protein_coding	protein_coding
ENSG00000072818.11	5	2171	3	ACAP1	ENSG00000072818	protein_coding	protein_coding
ENSG00000091490.10	5	2172	3	SEL1L3	ENSG00000091490	protein_coding	protein_coding
ENSG00000100625.8	5	2173	3	SIX4	ENSG00000100625	protein_coding	protein_coding
ENSG00000170961.6	5	2174	3	HAS2	ENSG00000170961	protein_coding	protein_coding
ENSG00000116774.11	5	2175	3	OLFML3	ENSG00000116774	protein_coding	protein_coding
ENSG00000270194.1	5	2176	3	AC097359.2	ENSG00000270194	lncRNA	antisense
ENSG00000165215.6	5	2177	3	CLDN3	ENSG00000165215	protein_coding	protein_coding
ENSG00000167779.8	5	2178	3	IGFBP6	ENSG00000167779	protein_coding	protein_coding
ENSG00000261183.5	5	2179	3	SPINT1-AS1	ENSG00000261183	lncRNA	antisense
ENSG00000104332.11	5	2180	3	SFRP1	ENSG00000104332	protein_coding	protein_coding
ENSG00000164176.12	5	2181	3	EDIL3	ENSG00000164176	protein_coding	protein_coding
ENSG00000172819.16	5	2182	3	RARG	ENSG00000172819	protein_coding	protein_coding
ENSG00000167306.19	5	2183	3	MYO5B	ENSG00000167306	protein_coding	protein_coding
ENSG00000101335.9	5	2184	3	MYL9	ENSG00000101335	protein_coding	protein_coding
ENSG00000006327.13	5	2185	3	TNFRSF12A	ENSG00000006327	protein_coding	protein_coding
ENSG00000198805.11	5	2186	3	PNP	ENSG00000198805	protein_coding	protein_coding
ENSG00000111057.10	5	2187	3	KRT18	ENSG00000111057	protein_coding	protein_coding
ENSG00000140105.17	5	2188	3	WARS	ENSG00000140105	protein_coding	protein_coding
ENSG00000157214.13	5	2189	3	STEAP2	ENSG00000157214	protein_coding	protein_coding
ENSG00000269404.6	5	2190	3	SPIB	ENSG00000269404	protein_coding	protein_coding
ENSG00000173401.9	5	2191	3	GLIPR1L1	ENSG00000173401	protein_coding	protein_coding
ENSG00000224982.3	5	2192	3	TMEM233	ENSG00000224982	protein_coding	protein_coding
ENSG00000222014.5	5	2193	3	RAB6C	ENSG00000222014	protein_coding	protein_coding
ENSG00000118804.8	5	2194	3	STBD1	ENSG00000118804	protein_coding	protein_coding
ENSG00000273145.1	5	2195	3	BX537318.1	ENSG00000273145	lncRNA	lincRNA
ENSG00000279495.1	5	2196	3	AL928654.4	ENSG00000279495	lncRNA	TEC
ENSG00000141485.16	5	2197	3	SLC13A5	ENSG00000141485	protein_coding	protein_coding
ENSG00000251598.1	5	2198	3	AC096711.3	ENSG00000251598	lncRNA	lincRNA
ENSG00000049283.17	5	2199	3	EPN3	ENSG00000049283	protein_coding	protein_coding
ENSG00000154655.15	5	2200	3	L3MBTL4	ENSG00000154655	protein_coding	protein_coding
ENSG00000169035.11	5	2201	3	KLK7	ENSG00000169035	protein_coding	protein_coding
ENSG00000117525.13	5	2202	3	F3	ENSG00000117525	protein_coding	protein_coding
ENSG00000142494.13	5	2203	3	SLC47A1	ENSG00000142494	protein_coding	protein_coding
ENSG00000110680.12	5	2204	3	CALCA	ENSG00000110680	protein_coding	protein_coding
ENSG00000248383.4	5	2205	3	PCDHAC1	ENSG00000248383	protein_coding	protein_coding
ENSG00000169885.9	5	2206	3	CALML6	ENSG00000169885	protein_coding	protein_coding
ENSG00000157766.16	5	2207	3	ACAN	ENSG00000157766	protein_coding	protein_coding
ENSG00000259583.2	5	2208	3	AC015712.2	ENSG00000259583	lncRNA	antisense
ENSG00000135838.13	5	2209	3	NPL	ENSG00000135838	protein_coding	protein_coding
ENSG00000179528.15	5	2210	3	LBX2	ENSG00000179528	protein_coding	protein_coding
ENSG00000159871.14	5	2211	3	LYPD5	ENSG00000159871	protein_coding	protein_coding
ENSG00000081853.14	5	2212	3	PCDHGA2	ENSG00000081853	protein_coding	protein_coding
ENSG00000092929.11	5	2213	3	UNC13D	ENSG00000092929	protein_coding	protein_coding
ENSG00000141574.7	5	2214	3	SECTM1	ENSG00000141574	protein_coding	protein_coding
ENSG00000111344.11	5	2215	3	RASAL1	ENSG00000111344	protein_coding	protein_coding
ENSG00000177096.8	5	2216	3	PHETA2	ENSG00000177096	protein_coding	protein_coding
ENSG00000137225.12	5	2217	3	CAPN11	ENSG00000137225	protein_coding	protein_coding
ENSG00000174343.5	5	2218	3	CHRNA9	ENSG00000174343	protein_coding	protein_coding
ENSG00000273284.1	5	2219	3	AP001033.2	ENSG00000273284	lncRNA	sense_intronic
ENSG00000179715.12	5	2220	3	PCED1B	ENSG00000179715	protein_coding	protein_coding
ENSG00000120160.10	5	2221	3	EQTN	ENSG00000120160	protein_coding	protein_coding
ENSG00000206262.8	5	2222	3	FOXL2NB	ENSG00000206262	protein_coding	protein_coding
ENSG00000277352.1	5	2223	3	AP001065.2	ENSG00000277352	lncRNA	lincRNA
ENSG00000146070.16	5	2224	3	PLA2G7	ENSG00000146070	protein_coding	protein_coding
ENSG00000227733.9	5	2225	3	AC239809.3	ENSG00000227733	lncRNA	lincRNA
ENSG00000171236.9	5	2226	3	LRG1	ENSG00000171236	protein_coding	protein_coding
ENSG00000158220.13	5	2227	3	ESYT3	ENSG00000158220	protein_coding	protein_coding
ENSG00000168060.15	5	2228	3	NAALADL1	ENSG00000168060	protein_coding	protein_coding
ENSG00000128394.16	5	2229	3	APOBEC3F	ENSG00000128394	protein_coding	protein_coding
ENSG00000279041.1	5	2230	3	AC102945.2	ENSG00000279041	lncRNA	TEC
ENSG00000126460.10	5	2231	3	PRRG2	ENSG00000126460	protein_coding	protein_coding
ENSG00000102001.12	5	2232	3	CACNA1F	ENSG00000102001	protein_coding	protein_coding
ENSG00000233221.6	5	2233	3	AC133785.1	ENSG00000233221	lncRNA	antisense
ENSG00000267121.5	5	2234	3	AC008105.3	ENSG00000267121	lncRNA	antisense
ENSG00000270069.1	5	2235	3	MIR222HG	ENSG00000270069	lncRNA	lincRNA
ENSG00000273209.1	5	2236	3	AC069148.1	ENSG00000273209	lncRNA	lincRNA
ENSG00000175505.10	5	2237	3	CLCF1	ENSG00000175505	protein_coding	protein_coding
ENSG00000187583.10	5	2238	3	PLEKHN1	ENSG00000187583	protein_coding	protein_coding
ENSG00000197635.9	5	2239	3	DPP4	ENSG00000197635	protein_coding	protein_coding
ENSG00000116661.10	5	2240	3	FBXO2	ENSG00000116661	protein_coding	protein_coding
ENSG00000178814.16	5	2241	3	OPLAH	ENSG00000178814	protein_coding	protein_coding
ENSG00000197355.10	5	2242	3	UAP1L1	ENSG00000197355	protein_coding	protein_coding
ENSG00000117266.15	5	2243	3	CDK18	ENSG00000117266	protein_coding	protein_coding
ENSG00000185885.15	5	2244	3	IFITM1	ENSG00000185885	protein_coding	protein_coding
ENSG00000131389.17	5	2245	3	SLC6A6	ENSG00000131389	protein_coding	protein_coding
ENSG00000197956.9	5	2246	3	S100A6	ENSG00000197956	protein_coding	protein_coding
ENSG00000126561.16	5	2247	3	STAT5A	ENSG00000126561	protein_coding	protein_coding
ENSG00000178773.14	5	2248	3	CPNE7	ENSG00000178773	protein_coding	protein_coding
ENSG00000105146.12	5	2249	3	AURKC	ENSG00000105146	protein_coding	protein_coding
ENSG00000129667.12	5	2250	3	RHBDF2	ENSG00000129667	protein_coding	protein_coding
ENSG00000004399.12	5	2251	3	PLXND1	ENSG00000004399	protein_coding	protein_coding
ENSG00000196187.11	5	2252	3	TMEM63A	ENSG00000196187	protein_coding	protein_coding
ENSG00000214922.9	5	2253	3	HLA-F-AS1	ENSG00000214922	lncRNA	processed_transcript
ENSG00000230724.9	5	2254	3	LINC01001	ENSG00000230724	lncRNA	lincRNA
ENSG00000185187.12	5	2255	3	SIGIRR	ENSG00000185187	protein_coding	protein_coding
ENSG00000160471.12	5	2256	3	COX6B2	ENSG00000160471	protein_coding	protein_coding
ENSG00000132429.9	5	2257	3	POPDC3	ENSG00000132429	protein_coding	protein_coding
ENSG00000185101.12	5	2258	3	ANO9	ENSG00000185101	protein_coding	protein_coding
ENSG00000269906.1	5	2259	3	AL606834.1	ENSG00000269906	lncRNA	sense_intronic
ENSG00000108439.10	5	2260	3	PNPO	ENSG00000108439	protein_coding	protein_coding
ENSG00000176092.15	5	2261	3	CRYBG2	ENSG00000176092	protein_coding	protein_coding
ENSG00000121310.16	5	2262	3	ECHDC2	ENSG00000121310	protein_coding	protein_coding
ENSG00000005001.9	5	2263	3	PRSS22	ENSG00000005001	protein_coding	protein_coding
ENSG00000166394.14	5	2264	3	CYB5R2	ENSG00000166394	protein_coding	protein_coding
ENSG00000102575.11	5	2265	3	ACP5	ENSG00000102575	protein_coding	protein_coding
ENSG00000141524.15	5	2266	3	TMC6	ENSG00000141524	protein_coding	protein_coding
ENSG00000171227.6	5	2267	3	TMEM37	ENSG00000171227	protein_coding	protein_coding
